113,1487561.183,6391064.484,-21.469,-36.907,1487571.298,6391068.738,383.580,42.678
114,1487539.550,6391027.523,-21.778,-36.998,1487548.941,6391032.351,382.602,42.925
115,1487517.647,6390990.496,-22.010,-37.037,1487526.288,6390995.908,383.306,43.055
116,1487495.493,6390953.366,-22.280,-37.205,1487503.264,6390959.350,383.978,43.380
117,1487473.156,6390916.182,-22.376,-37.144,1487479.904,6390922.706,384.282,43.330
118,1487450.691,6390878.974,-22.536,-37.254,1487456.231,6390886.148,383.582,43.508
119,1487428.035,6390841.571,-22.760,-37.533,1487432.298,6390849.620,384.522,43.905
120,1487405.235,6390803.993,-22.823,-37.605,1487408.364,6390812.947,385.044,43.997
121,1487382.446,6390766.433,-22.739,-37.496,1487384.392,6390776.188,384.633,43.818
122,1487359.705,6390728.893,-22.725,-37.567,1487360.274,6390739.431,383.998,43.909
123,1487337.040,6390691.350,-22.588,-37.500,1487336.173,6390702.759,384.952,43.759
124,1487314.517,6390653.853,-22.441,-37.476,1487312.073,6390666.173,384.717,43.676
125,1487292.183,6390616.417,-22.210,-37.378,1487288.009,6390629.702,384.548,43.435
126,1487270.023,6390578.949,-22.092,-37.538,1487264.000,6390593.317,385.415,43.583
127,1487248.102,6390541.492,-21.732,-37.358,1487240.086,6390556.933,385.364,43.166
128,1487226.459,6390504.037,-21.535,-37.532,1487216.356,6390520.635,385.949,43.268
129,1487205.061,6390466.453,-21.243,-37.619,1487192.738,6390484.452,385.898,43.178
130,1487183.950,6390428.731,-20.962,-37.806,1487169.212,6390448.269,386.214,43.201
131,1487163.106,6390390.757,-20.707,-38.124,1487145.612,6390411.999,386.878,43.375
132,1487142.549,6390352.477,-20.388,-38.416,1487121.772,6390375.730,387.028,43.489
133,1487122.364,6390313.950,-19.961,-38.623,1487097.764,6390339.404,387.087,43.463
134,1487102.633,6390275.214,-19.488,-38.827,1487073.700,6390303.079,386.541,43.432
135,1487083.376,6390236.296,-19.026,-38.982,1487049.692,6390266.838,386.649,43.362
136,1487064.543,6390197.235,-18.642,-39.113,1487025.851,6390230.628,386.993,43.301
137,1487046.028,6390158.001,-18.392,-39.328,1487002.084,6390194.417,387.255,43.414
138,1487027.749,6390118.623,-18.169,-39.401,1486978.318,6390158.177,387.546,43.346
139,1487009.594,6390079.058,-18.143,-39.702,1486954.570,6390121.767,388.101,43.648
140,1486991.452,6390039.256,-18.143,-39.873,1486930.821,6390085.154,388.231,43.801
141,1486973.295,6389999.338,-18.170,-39.936,1486906.795,6390048.600,389.110,43.926
142,1486955.222,6389959.671,-17.972,-39.372,1486882.750,6390012.075,388.450,43.280
143,1486937.362,6389920.649,-17.742,-38.644,1486859.020,6389975.894,389.137,42.440
144,1486919.584,6389882.068,-17.803,-38.488,1486835.569,6389940.171,388.351,42.421
145,1486901.810,6389843.799,-17.733,-38.022,1486812.377,6389904.908,388.252,41.944
146,1486884.125,6389806.037,-17.620,-37.473,1486789.409,6389869.932,388.616,41.367
147,1486866.519,6389768.723,-17.575,-37.124,1486766.718,6389835.327,389.603,41.087
148,1486849.048,6389731.912,-17.345,-36.468,1486744.343,6389801.096,388.455,40.360
149,1486831.827,6389695.747,-17.072,-35.832,1486722.246,6389767.352,389.610,39.637
150,1486814.834,6389660.061,-16.888,-35.508,1486700.483,6389734.011,389.515,39.325
151,1486798.111,6389624.818,-16.535,-34.948,1486679.016,6389701.100,388.723,38.619
152,1486781.719,6389590.031,-16.227,-34.597,1486657.866,6389668.761,389.848,38.175
153,1486765.617,6389555.512,-15.957,-34.414,1486636.845,6389636.939,389.829,37.871
154,1486749.712,6389520.984,-15.837,-34.613,1486615.880,6389605.317,390.486,38.070
155,1486733.990,6389486.370,-15.591,-34.586,1486594.952,6389573.610,389.657,37.883
156,1486718.448,6389451.622,-15.479,-34.880,1486574.061,6389541.789,390.842,38.144
157,1486703.019,6389416.591,-15.374,-35.157,1486553.208,6389509.824,390.273,38.344
158,1486687.652,6389381.231,-15.356,-35.541,1486532.297,6389477.659,389.832,38.686
159,1486672.245,6389345.405,-15.459,-36.093,1486511.147,6389445.206,389.635,39.266
160,1486656.736,6389309.085,-15.562,-36.537,1486489.718,6389412.323,389.836,39.746
161,1486641.179,6389272.502,-15.557,-36.619,1486468.048,6389379.155,390.994,39.806
162,1486625.646,6389235.949,-15.518,-36.480,1486446.192,6389345.929,391.134,39.660
163,1486610.154,6389199.628,-15.475,-36.158,1486424.373,6389312.791,391.534,39.343
164,1486594.697,6389163.702,-15.455,-35.692,1486402.721,6389279.965,391.170,38.899
165,1486579.226,6389128.276,-15.502,-35.156,1486381.459,6389247.601,391.595,38.368
166,1486563.551,6389093.146,-15.865,-35.102,1486360.347,6389215.464,391.948,38.509
167,1486547.441,6389058.028,-16.373,-35.131,1486339.251,6389183.243,392.128,38.770
168,1486530.794,6389022.939,-16.937,-35.044,1486318.082,6389150.878,392.711,38.942
169,1486513.575,6388988.032,-17.520,-34.767,1486296.764,6389118.283,391.608,38.963
170,1486495.793,6388953.550,-18.060,-34.195,1486275.354,6389085.633,391.709,38.723
171,1486477.549,6388919.874,-18.441,-33.154,1486254.036,6389053.297,393.088,37.878
172,1486458.745,6388886.989,-19.178,-32.615,1486232.941,6389021.391,392.432,37.856
173,1486439.223,6388854.735,-19.874,-31.893,1486212.142,6388989.800,392.297,37.549
174,1486418.903,6388823.079,-20.773,-31.419,1486191.512,6388958.268,391.886,37.653
175,1486397.636,6388791.847,-21.764,-31.048,1486170.825,6388926.677,393.531,37.907
176,1486375.344,6388760.943,-22.823,-30.762,1486150.101,6388894.973,392.878,38.342
177,1486352.101,6388730.468,-23.663,-30.190,1486129.321,6388863.011,393.817,38.376
178,1486328.073,6388700.625,-24.392,-29.500,1486108.375,6388830.819,393.134,38.286
179,1486303.348,6388671.493,-25.054,-28.770,1486087.353,6388798.713,394.131,38.152
180,1486277.977,6388643.081,-25.685,-28.059,1486066.444,6388766.751,393.072,38.062
181,1486252.063,6388615.445,-26.139,-27.220,1486045.646,6388734.962,394.420,37.717
182,1486225.631,6388588.547,-26.720,-26.585,1486024.941,6388703.458,393.189,37.670
183,1486198.556,6388562.182,-27.426,-26.154,1486004.235,6388672.040,394.288,37.900
184,1486170.803,6388536.232,-28.074,-25.754,1485983.530,6388640.423,393.814,38.122
185,1486142.510,6388510.738,-28.506,-25.246,1485962.731,6388608.605,394.525,38.110
186,1486113.923,6388485.828,-28.661,-24.583,1485941.822,6388576.816,394.315,37.752
187,1486085.170,6388461.527,-28.839,-24.029,1485921.024,6388545.198,394.457,37.579
188,1486056.416,6388437.882,-28.663,-23.271,1485900.411,6388513.868,394.920,36.878
189,1486027.689,6388414.829,-28.783,-22.844,1485880.021,6388482.910,395.423,36.776
190,1485998.977,6388392.266,-28.636,-22.292,1485859.854,6388452.353,395.255,36.240
191,1485970.232,6388370.075,-28.847,-22.100,1485839.834,6388422.027,395.306,36.374
192,1485941.430,6388348.149,-28.751,-21.762,1485819.964,6388391.844,396.746,36.053
193,1485912.721,6388326.517,-28.659,-21.512,1485800.224,6388361.688,396.644,35.810
194,1485884.024,6388305.035,-28.730,-21.457,1485780.650,6388331.534,397.195,35.893
195,1485855.407,6388283.693,-28.501,-21.231,1485761.187,6388301.522,397.332,35.579
196,1485827.185,6388262.685,-27.943,-20.786,1485741.929,6388271.769,396.339,34.798
197,1485799.414,6388242.036,-27.600,-20.514,1485722.615,6388242.618,397.866,34.403
198,1485772.045,6388221.697,-27.137,-20.165,1485703.005,6388214.298,398.155,33.739
199,1485744.860,6388201.496,-27.233,-20.237,1485683.431,6388186.638,397.203,33.941
